name,description,logoid,update_mode,type,typespecs,close,pricescale,minmov,fractional,minmove2,currency,change,volume,relative_volume_10d_calc,market_cap_basic,fundamental_currency_code,price_earnings_ttm,earnings_per_share_diluted_ttm,earnings_per_share_diluted_yoy_growth_ttm,dividends_yield_current,sector.tr,market,sector,recommendation_mark
SERV,Serve Robotics Inc.,serve-robotics,streaming,stock,common,9.01,100,1,false,0,USD,3.32568807,6456725,0.41041795,437063616,USD,,-0.8699,-28.51233565,0,Producer manufacturing,america,Producer Manufacturing,1
SES,SES AI Corporation,ses-ai,streaming,stock,common,0.6634,10000,1,false,0,USD,-2.41247426,13411136,0.86560683,239211793.99999997,USD,,-0.3107,-83.19575472,0,Producer manufacturing,america,Producer Manufacturing,2
SEZL,Sezzle Inc.,sezzle,streaming,stock,common,299.11,100,1,false,0,USD,4.54005312,193490,0.82789575,1687662460.9999998,USD,22.83892643,13.0965,1276.40567525,0,Technology services,america,Technology Services,1
SF,Stifel Financial Corporation,stifel-financial,streaming,stock,common,106.19,100,1,false,0,USD,2.06651288,596463,0.86391039,11017742601,USD,16.97790426,6.2546,46.19699874,1.58207,Finance,america,Finance,1.777778
SFBC,"Sound Financial Bancorp, Inc.",sound-financial-bancorp,streaming,stock,common,50.47,100,1,false,0,USD,0.05947661,830,0.51956182,129409879,USD,28.13423268,1.7939,-37.23891824,1.50585,Finance,america,Finance,
SFBS,"ServisFirst Bancshares, Inc.",servisfirst-bancshares,streaming,stock,common,91.4,100,1,false,0,USD,1.9861638,346414,1.68862835,4986088974,USD,21.98806774,4.1568,9.60580092,1.3512,Finance,america,Finance,2
SFD,"Smithfield Foods, Inc.",,streaming,stock,common,20.84,100,1,false,0,USD,-0.80913851,782491,1.44333432,8192469392.999999,USD,,,,0,Consumer non-durables,america,Consumer Non-Durables,1.25
SFHG,Samfine Creation Holdings Group Limited,samfine-creation-limited,streaming,stock,common,0.7375,10000,1,false,0,USD,-6.12270876,177284,1.11049446,13496300,USD,93.35443038,0.0079,,0,Distribution services,america,Distribution Services,
SFIX,"Stitch Fix, Inc.",stitch-fix,streaming,stock,common,4.73,100,1,false,0,USD,2.38095238,2340473,1.2695229,599966410,USD,,-0.8192,37.64652154,0,Retail trade,america,Retail Trade,2.166667
SFL,SFL Corporation Ltd,ship-finance-international,streaming,stock,common,9.03,100,1,false,0,USD,-1.31147541,1472374,0.80896101,1209508636.9999998,USD,8.93086737,1.0111,,11.8494,Transportation,america,Transportation,1.5
SFM,"Sprouts Farmers Market, Inc.",sprouts-farmers-markets,streaming,stock,common,148.4,100,1,false,0,USD,3.87065164,2807194,1.21433473,14630069873,USD,39.52274422,3.7548,50.05395037,0,Retail trade,america,Retail Trade,1.733333
SFNC,Simmons First National Corporation,simmons-first-national,streaming,stock,common,21.97,100,1,false,0,USD,1.29091747,633873,1.29161031,2763982200,USD,18.11809335,1.2126,-12.11769822,3.8234,Finance,america,Finance,2
SFST,"Southern First Bancshares, Inc.",southern-first-bancshares,streaming,stock,common,34.16,100,1,false,0,USD,1.36498516,18309,1.03821945,278740381,USD,17.79352016,1.9198,15.51143201,0,Finance,america,Finance,2
SFWL,Shengfeng Development Limited,shengfeng-development-limited,streaming,stock,common,0.975,10000,1,false,0,USD,0.1026694,25451,1.60034961,79204151,USD,9.05292479,0.1077,,0,Transportation,america,Transportation,
SG,"Sweetgreen, Inc.",sweetgreen,streaming,stock,common,22.76,100,1,false,0,USD,-1.68466523,4507479,0.80438788,2669821068,USD,,-0.79,22.06767288,0,Consumer services,america,Consumer Services,1.333333
SGA,"Saga Communications, Inc.",saga-communications,streaming,stock,common,11.25,100,1,false,0,USD,-0.48651039,6164,0.3933079,70441659,USD,14.86522199,0.7568,-58.80912208,8.88889,Consumer services,america,Consumer Services,1
SGBX,Safe & Green Holdings Corp.,sg-blocks,streaming,stock,common,0.5639,10000,1,false,0,USD,-2.18560278,9744294,31.55744097,3401660,USD,,-26.2882,-14.73150379,0,Producer manufacturing,america,Producer Manufacturing,
SGC,"Superior Group of Companies, Inc.",superior-of-companies,streaming,stock,common,14.29,100,1,false,0,USD,0.3511236,29635,0.66316826,233516209.00000003,USD,17.44384766,0.8192,78.24194952,3.91882,Consumer non-durables,america,Consumer Non-Durables,1
SGD,Safe and Green Development Corporation,safe-and-green-development,streaming,stock,common,1.25,100,1,false,0,USD,3.30578512,59970,0.80181622,1858590,USD,,-13.5118,,0,Finance,america,Finance,
SGHC,Super Group (SGHC) Limited,super-sghc-limited,streaming,stock,common,7.51,100,1,false,0,USD,-0.79260238,757299,0.76893108,3765749902.000001,USD,807.52688172,0.0093,-90.48106448,3.32889,Consumer services,america,Consumer Services,1
SGHT,"Sight Sciences, Inc.",sight-sciences,streaming,stock,common,2.65,100,1,false,0,USD,0.37878788,195862,0.63191564,134499737,USD,,-1.0142,20.4611403,0,Health technology,america,Health Technology,1.75
SGI,Somnigroup International Inc.,tempur-sealy-international,streaming,stock,common,63.88,100,1,false,0,USD,1.49348586,2660216,0.92673843,13277641861,USD,29.62069925,2.1566,3.89748037,0.814026,Consumer durables,america,Consumer Durables,1.25
SGLY,Singularity Future Technology Ltd.,singularity-future-technology,streaming,stock,common,0.8008,10000,1,false,0,USD,-1.25770654,28534,0.40499955,3366157,USD,,-0.9022,90.93339229,0,Transportation,america,Transportation,
SGMA,"SigmaTron International, Inc.",sigmatron-international,streaming,stock,common,1.37,100,1,false,0,USD,-0.72463768,26570,1.10891767,8383425,USD,,-2.54,31.56958888,0,Electronic technology,america,Electronic Technology,
SGMO,"Sangamo Therapeutics, Inc.",sangamo-therapeutics,streaming,stock,common,1.02,100,1,false,0,USD,6.57193606,3374040,0.96597302,212819815,USD,,-0.745,48.09809112,0,Health technology,america,Health Technology,1.4375
SGMT,Sagimet Biosciences Inc. - Series A,sagimet-biosciences-series-a,streaming,stock,common,3.715,100,1,false,0,USD,2.90858726,434179,0.70831125,113957088.00000001,USD,,-1.2935,,0,Health technology,america,Health Technology,1.125
SGN,"Signing Day Sports, Inc.",signing-day-sports,streaming,stock,common,1.28,100,1,false,0,USD,-20.98765432,313388,2.63833477,2336152,USD,,-26.5718,-58.79118909,0,Technology services,america,Technology Services,
SGRP,"SPAR Group, Inc.",spar-group,streaming,stock,common,1.57,100,1,false,0,USD,-0.63291139,82577,1.0388782,36816032,USD,3.06461058,0.5123,750.99667774,0,Commercial services,america,Commercial Services,
SGRY,"Surgery Partners, Inc.",surgery-partners,streaming,stock,common,24.08,100,1,false,0,USD,-2.19333875,2926933,2.93145917,3060893498,USD,,-0.4805,-50.57975556,0,Health services,america,Health Services,1.25
SGU,Star Group L.P.,star-lp,streaming,stock,common,13.02,100,1,false,0,USD,0.15384615,31038,1.01796643,450063168,USD,10.35717127,1.2571,93.63832409,5.29954,Energy minerals,america,Energy Minerals,
SHAK,"Shake Shack, Inc.",shake-shack,streaming,stock,common,108.6,100,1,false,0,USD,1.65683797,809888,0.36707053,4619603103.000001,USD,461.53846154,0.2353,-48.65808422,0,Consumer services,america,Consumer Services,1.64
SHBI,"Shore Bancshares, Inc.",shore-bancshares,streaming,stock,common,15.135,100,1,false,0,USD,0.4313205,299088,1.63890391,504400741,USD,11.47634213,1.3188,103.2989055,3.17146,Finance,america,Finance,1.333333
SHC,Sotera Health Company,sotera-health,streaming,stock,common,12.47,100,1,false,0,USD,1.54723127,1816518,1.48213017,3534912852,USD,80.19292605,0.1555,-13.46688926,0,Health technology,america,Health Technology,1.5
SHCO,Soho House & Co Inc.,membership-collective,streaming,stock,common,7.04,100,1,false,0,USD,-3.42935528,1066168,4.54278106,1366188416,USD,,-0.699,-188.36633663,0,Commercial services,america,Commercial Services,1.5
SHEN,Shenandoah Telecommunications Co,shenandoah-telecomunications,streaming,stock,common,10.81,100,1,false,0,USD,0.55813953,235954,0.93114277,591010002,USD,,-0.5479,-446.11497157,0.925069,Communications,america,Communications,1.75
SHFS,"SHF Holdings, Inc.",shf,streaming,stock,common,0.3409,10000,1,false,0,USD,-0.87234661,43773,0.66646975,18998615,USD,3.24976168,0.1049,,0,Finance,america,Finance,
SHIM,Shimmick Corporation,shimmick,streaming,stock,common,2.07,100,1,false,0,USD,-0.9569378,3387,0.42160426,69959624.00000001,USD,,-3.8657,,0,Industrial services,america,Industrial Services,2
SHIP,Seanergy Maritime Holdings Corp.,seanergy-maritime,streaming,stock,common,6.9,100,1,false,0,USD,0.43668122,168412,0.69521783,142222272.00000003,USD,2.96863572,2.3243,,8.11594,Transportation,america,Transportation,1
SHLS,"Shoals Technologies Group, Inc.",shoals-technologies-group,streaming,stock,common,3.03,100,1,false,0,USD,-13.05595409,14195766,1.9786653,505993860,USD,21.24824684,0.1426,-42.47680516,0,Electronic technology,america,Electronic Technology,1.347826
SHMD,SCHMID Group N.V.,schmid-nv,streaming,stock,common,2.6,100,1,false,0,USD,-1.14068441,41844,0.99673424,126587306.99999999,USD,,,,0,Finance,america,Finance,
SHOO,"Steven Madden, Ltd.",madden-steven,streaming,stock,common,32.79,100,1,false,0,USD,-1.29440096,1567672,1.32678154,2367143768.9999995,USD,13.91411355,2.3566,2.31851337,2.56176,Consumer non-durables,america,Consumer Non-Durables,1.818182
SHOP,Shopify Inc.,shopify,streaming,stock,common,112,100,1,false,0,USD,1.05567085,6271728,0.75917227,145026426434.26315,USD,74.6730308,1.49987216,1429.15548759,0,Technology services,america,Technology Services,1.490741
SHOT,"Safety Shot, Inc.",jupiter-wellness,streaming,stock,common,0.4971,10000,1,false,0,USD,8.06521739,665812,1.30263363,35270040,USD,,-0.8485,-19.32217691,0,Health technology,america,Health Technology,
SHPH,"Shuttle Pharmaceuticals Holdings, Inc.",shuttle-pharmaceuticals,streaming,stock,common,0.6088,10000,1,false,0,USD,-0.74991849,69677,0.90662458,2481814,USD,,-3.7782,-7.17993816,0,Health technology,america,Health Technology,
SHW,Sherwin-Williams Company (The),sherwin-williams,streaming,stock,common,362.27,100,1,false,0,USD,1.90149363,2799225,1.2931366,91061682694.00002,USD,34.34750455,10.5472,14.17931453,0.789466,Process industries,america,Process Industries,1.517857
SHYF,"The Shyft Group, Inc.",the-shyft-group,streaming,stock,common,10.02,100,1,false,0,USD,-1.37795276,296411,1.04400214,350021400,USD,,-0.082,-144.58945079,1.99601,Producer manufacturing,america,Producer Manufacturing,1.333333
SIBN,"SI-BONE, Inc.",si-bone,streaming,stock,common,18.12,100,1,false,0,USD,1.74059517,463981,0.75284755,769250522.0000001,USD,,-0.7474,34.09752226,0,Health technology,america,Health Technology,1
SIDU,"Sidus Space, Inc.",sidus-space,streaming,stock,common,1.89,100,1,false,0,USD,-4.06091371,680556,0.81245323,16445540,USD,,-6.5761,85.9521063,0,Electronic technology,america,Electronic Technology,1
SIEB,Siebert Financial Corp.,siebert-financial,streaming,stock,common,2.6,100,1,false,0,USD,1.5625,6780,0.47749169,104314432.99999999,USD,9.68342644,0.2685,71.67519182,0,Finance,america,Finance,
SIF,"SIFCO Industries, Inc.",sifco-industries-inc,streaming,stock,common,3.25,100,1,false,0,USD,-0.30674847,1496,0.44768973,19977787,USD,,-0.7097,55.30574973,0,Electronic technology,america,Electronic Technology,
SIG,Signet Jewelers Limited,signet-jewelers,streaming,stock,common,52.32,100,1,false,0,USD,5.20812387,3395163,2.44005567,2275469923,USD,6.02112919,8.6894,9.35565064,2.21713,Retail trade,america,Retail Trade,1.4375
SIGA,SIGA Technologies Inc.,siga-technologies,streaming,stock,common,5.49,100,1,false,0,USD,1.29151292,430368,0.73599324,392011626,USD,4.55904335,1.2042,,10.929,Health technology,america,Health Technology,
SIGI,"Selective Insurance Group, Inc.",selective-insurance,streaming,stock,common,86.045,100,1,false,0,USD,1.92489931,452356,0.89581069,5231967781,USD,26.70629132,3.2219,-44.82575563,1.69679,Finance,america,Finance,1.8
SILC,Silicom Ltd,silicom-ltd,streaming,stock,common,16,100,1,false,0,USD,-3.03030303,18156,1.59116603,97582809,USD,,-2.0024,49.37681709,0,Electronic technology,america,Electronic Technology,2
SILO,"Silo Pharma, Inc.",silo-pharma,streaming,stock,common,1.355,100,1,false,0,USD,-1.8115942,42671,0.32300552,6076438,USD,,-1.1866,11.90140322,0,Health technology,america,Health Technology,
SIMA,SIM Acquisition Corp. I,sim-acquisition-i,streaming,stock,common,10.2,100,1,false,0,USD,0.09813543,28820,0.45845655,312800000,USD,,,,0,Finance,america,Finance,
SINT,"SiNtx Technologies, Inc.",sintx-technologies,streaming,stock,common,3.31,100,1,false,0,USD,-19.26829268,164172,0.02079695,4444844,USD,,-125.8421,97.1136087,0,Health technology,america,Health Technology,
SION,"Sionna Therapeutics, Inc.",,streaming,stock,common,13.77,100,1,false,0,USD,-6.70731707,289170,1.56854896,585510000,USD,,,,0,Health technology,america,Health Technology,
SIRI,SiriusXM Holdings Inc.,sirius-xm,streaming,stock,common,24.19,100,1,false,0,USD,1.12876254,3847487,0.85231265,8194813733.000001,USD,,-4.9401,-252.20914469,4.43158,Consumer services,america,Consumer Services,2.0625
SISI,"Shineco, Inc.",shineco,streaming,stock,common,1.05,100,1,false,0,USD,-0.94339623,18098,0.19229359,18038835,USD,,-4.0489,-220.60337319,0,Process industries,america,Process Industries,
SITE,"SiteOne Landscape Supply, Inc.",siteone-landscape-supply,streaming,stock,common,126.31,100,1,false,0,USD,1.47011568,495150,1.11891402,5679519905,USD,46.76069895,2.7012,-28.76018672,0,Producer manufacturing,america,Producer Manufacturing,1.636364
SITM,SiTime Corporation,sitime,streaming,stock,common,155.15,100,1,false,0,USD,1.37872452,521824,1.7864414,3661203152,USD,,-4.0578,-11.8036039,0,Electronic technology,america,Electronic Technology,1.625
SJ,Scienjoy Holding Corporation,scienjoy,streaming,stock,common,0.89,10000,1,false,0,USD,-3.13452329,3455,0.09489386,36883402,USD,5.6400507,0.1578,,0,Technology services,america,Technology Services,1
SJM,The J.M. Smucker Company,smucker,streaming,stock,common,110.53,100,1,false,0,USD,1.27359355,2072484,1.25606035,11762228696,USD,,-2.411,-180.87138863,3.89035,Consumer non-durables,america,Consumer Non-Durables,1.868421
SJW,SJW Group,sjw,streaming,stock,common,52.67,100,1,false,0,USD,0.70745698,267633,0.94947002,1751463692,USD,18.43413132,2.8572,6.79524557,3.07575,Utilities,america,Utilities,1.25
SKBL,Skyline Builders Group Holding Limited,,streaming,stock,common,9.59,100,1,false,0,USD,9.8510882,2299345,2.42005517,287700000,USD,,,,0,Industrial services,america,Industrial Services,
SKGR,SK Growth Opportunities Corporation,sk-telecom,streaming,stock,common,11.68,100,1,false,0,USD,0,263260,43.80511831,174884174,USD,52.07311636,0.2243,-26.38660978,0,Finance,america,Finance,
SKIL,Skillsoft Corp.,skillsoft,streaming,stock,common,25.88,100,1,false,0,USD,1.92989366,19540,0.64219912,214378397,USD,,-41.4984,-111.29961914,0,Technology services,america,Technology Services,2
SKIN,The Beauty Health Company,the-beauty-health,streaming,stock,common,1.47,100,1,false,0,USD,2.08333333,1129562,2.99822558,182459570,USD,,-0.4175,37.76088253,0,Health technology,america,Health Technology,2.3
SKK,SKK Holdings Limited,skk-limited,streaming,stock,common,0.8101,10000,1,false,0,USD,-22.10576923,253342,0.89241475,12657813,USD,,,,0,Industrial services,america,Industrial Services,
SKLZ,Skillz Inc.,skillz,streaming,stock,common,5.88,100,1,false,0,USD,2.08333333,53415,0.67429645,104889947.00000001,USD,,-2.2508,79.94564975,0,Technology services,america,Technology Services,1.666667
SKWD,"Skyward Specialty Insurance Group, Inc.",skyward_specialty_insurance_group,streaming,stock,common,52.02,100,1,false,0,USD,-0.36391496,487793,1.26544636,2085998367.0000005,USD,,,,0,Finance,america,Finance,1.416667
SKX,"Skechers U.S.A., Inc.",skechers-usa,streaming,stock,common,60.99,100,1,false,0,USD,0.32900148,2303389,0.97958891,9207803148.999998,USD,14.68966016,4.1519,18.9485747,0,Consumer non-durables,america,Consumer Non-Durables,1.235294
SKY,"Champion Homes, Inc.",skyline-champion,streaming,stock,common,102.5,100,1,false,0,USD,1.61594131,596244,1.18403188,5870785017.000001,USD,36.16668431,2.8341,-18.88434128,0,Consumer durables,america,Consumer Durables,1.714286
SKYE,"Skye Bioscience, Inc.",skye-bioscience,streaming,stock,common,2.85,100,1,false,0,USD,6.34328358,167146,1.06923212,86464122,USD,,-0.842,90.92232225,0,Health technology,america,Health Technology,1
SKYH,Sky Harbour Group Corporation,sky-harbour,streaming,stock,common,11.03,100,1,false,0,USD,2.89179104,36600,0.71303192,833995157,USD,,-2.0715,-357.79005525,0,Finance,america,Finance,1
SKYQ,Sky Quarry Inc.,sky-quarry,streaming,stock,common,0.6999,10000,1,false,0,USD,-9.35112032,102032,1.29083026,13158500,USD,,-0.4711,,0,Energy minerals,america,Energy Minerals,
SKYT,"SkyWater Technology, Inc.",skywater-technology,streaming,stock,common,9.33,100,1,false,0,USD,2.1905805,648959,0.86078468,444630424,USD,,-0.1442,78.54166667,0,Producer manufacturing,america,Producer Manufacturing,1.2
SKYW,"SkyWest, Inc.",skywest,streaming,stock,common,98.91,100,1,false,0,USD,0.99040229,397201,0.82557831,3989042137.999999,USD,12.72809162,7.771,790.65902579,0,Transportation,america,Transportation,1.5
SKYX,SKYX Platforms Corp.,sql-technologies,streaming,stock,common,1.41,100,1,false,0,USD,1.43884892,373496,0.72938465,144527385,USD,,-0.3919,-4.28419372,0,Producer manufacturing,america,Producer Manufacturing,1
SLAB,"Silicon Laboratories, Inc.",silicon-laboratories,streaming,stock,common,140.3,100,1,false,0,USD,3.17693778,544486,1.53278585,4555956052.000001,USD,,-5.946,-429.89929596,0,Electronic technology,america,Electronic Technology,1.708333
SLB,Schlumberger N.V.,schlumberger,streaming,stock,common,41.66,100,1,false,0,USD,1.83329259,17747826,1.37292158,56651568450.00001,USD,13.4041184,3.108,6.77476982,2.66443,Industrial services,america,Industrial Services,1.264706
SLDB,Solid Biosciences Inc.,solid-biosciences,streaming,stock,common,5.59,100,1,false,0,USD,4.87804878,1096522,0.10940786,426622157,USD,,-3.0366,34.12729403,0,Health technology,america,Health Technology,1.041667
SLDP,"Solid Power, Inc.",solid-power,streaming,stock,common,1.23,100,1,false,0,USD,0.81967213,2988345,1.06053038,221876831.00000003,USD,,-0.5381,-45.58982684,0,Producer manufacturing,america,Producer Manufacturing,1
SLE,"Super League Enterprise, Inc.",super-league-enterprise,streaming,stock,common,0.381,10000,1,false,0,USD,-4.75,124365,1.0843654,6326475,USD,,-6.5854,60.9059068,0,Technology services,america,Technology Services,1
SLGL,Sol-Gel Technologies Ltd.,sol-gel-technologies-ltd,streaming,stock,common,0.6701,10000,1,false,0,USD,15.55440593,53165,0.902437,18667389,USD,,-0.3435,68.26789838,0,Health technology,america,Health Technology,1.5
SLGN,Silgan Holdings Inc.,silgan-holdings,streaming,stock,common,54.31,100,1,false,0,USD,1.36244867,612666,0.89172229,5800017437,USD,21.04794016,2.5803,-13.51722751,1.39937,Process industries,america,Process Industries,1.307692
SLM,SLM Corporation,slm,streaming,stock,common,30.19,100,1,false,0,USD,0.23240372,3520888,1.07482159,6352684427.999999,USD,11.37999925,2.6529,10.6158529,1.52368,Finance,america,Finance,1.208333
SLND,"Southland Holdings, Inc.",southland,streaming,stock,common,3.3,100,1,false,0,USD,6.7961165,24854,1.41573866,158748183.00000003,USD,,-2.2216,-764.09957215,0,Industrial services,america,Industrial Services,1.333333
SLNG,"Stabilis Solutions, Inc.",stabilis,streaming,stock,common,5.47,100,1,false,0,USD,4.78927203,592488,23.43480049,101721757.99999999,USD,22.10994341,0.2474,3890.32258065,0,Energy minerals,america,Energy Minerals,1
SLNH,"Soluna Holdings, Inc.",soluna,streaming,stock,common,1.07,100,1,false,0,USD,0.94339623,875888,0.83553604,11349511,USD,,-9.5548,84.69939405,0,Electronic technology,america,Electronic Technology,
SLNO,"Soleno Therapeutics, Inc.",soleno-therapeutics,streaming,stock,common,48.82,100,1,false,0,USD,8.51300289,745649,1.73562426,2104993186,USD,,-4.2606,-43.20381823,0,Health technology,america,Health Technology,1.0625
SLP,"Simulations Plus, Inc.",simulations-plus,streaming,stock,common,28.98,100,1,false,0,USD,-0.78740157,163707,1.06533886,582278781,USD,71.71492205,0.4041,-22.71944923,0.828157,Technology services,america,Technology Services,1.142857
SLQT,"SelectQuote, Inc.",selectquote,streaming,stock,common,4.56,100,1,false,0,USD,-1.51187905,3499029,1.57406773,784977939,USD,,-0.0906,70.0990099,0,Finance,america,Finance,1.333333
SLRC,SLR Investment Corp.,slr-investment,streaming,stock,common,17.63,100,1,false,0,USD,2.08453966,260194,1.4187388,961798153,USD,10.04443938,1.7552,25.35352093,9.30233,Finance,america,Finance,1.95
SLRN,"ACELYRIN, INC.",acelyrin,streaming,stock,common,2.68,100,1,false,0,USD,4.6875,1628376,0.38876016,269882030,USD,,-2.6803,,0,Health technology,america,Health Technology,1.25
SLRX,"Salarius Pharmaceuticals, Inc.",salarius-pharmaceuticals,streaming,stock,common,1.08,100,1,false,0,USD,-12.19512195,258064,0.82386733,1710252,USD,,-8.1934,85.65950289,0,Health technology,america,Health Technology,
SLS,"SELLAS Life Sciences Group, Inc.",sellas-life-sciences-group,streaming,stock,common,1.18,100,1,false,0,USD,3.50877193,816669,0.62408513,92726730,USD,,-0.7005,54.63376724,0,Health technology,america,Health Technology,1
SLVM,Sylvamo Corporation,sylvamo,streaming,stock,common,71.1,100,1,false,0,USD,1.41206675,522011,1.28148911,2882883022,USD,9.87746937,7.1982,21.38617201,2.32068,Process industries,america,Process Industries,1.833333
SLXN,Silexion Therapeutics Corp,silexion-therapeutics,streaming,stock,common,1.07,100,1,false,0,USD,-3.6036036,645535,0.06595985,9003639,USD,,-19.7054,-4434.66783986,0,Health technology,america,Health Technology,1
SM,SM Energy Company,sm-energy-company,streaming,stock,common,32.71,100,1,false,0,USD,0.58425584,1724599,0.62069949,3744049853,USD,4.90243098,6.6722,-2.88342576,2.32345,Energy minerals,america,Energy Minerals,1.527778
SMBC,"Southern Missouri Bancorp, Inc.",southern-missouri-bancorp,streaming,stock,common,58.3,100,1,false,0,USD,2.10157618,27634,1.08231534,657458846,USD,12.71204919,4.5862,19.8630495,1.54374,Finance,america,Finance,1.333333
SMBK,"SmartFinancial, Inc.",smartfinancial,streaming,stock,common,34.72,100,1,false,0,USD,0.81300813,81389,2.40107502,587683675,USD,16.21975147,2.1406,26.54291795,0.921659,Finance,america,Finance,1.833333
SMC,Summit Midstream Corporation,summit-midstream,streaming,stock,common,45.02,100,1,false,0,USD,6.73304884,98833,1.21129412,479403781.00000006,USD,7.28349323,6.1811,,0,Industrial services,america,Industrial Services,
SMCI,"Super Micro Computer, Inc.",super-micro-computer,streaming,stock,common,41.46,100,1,false,0,USD,-3.46915017,96055341,0.62864834,24605737649,USD,18.08900524,2.292,79.14647491,0,Electronic technology,america,Electronic Technology,1.875
SMG,Scotts Miracle-Gro Company (The),scotts-miracle-gro-company,streaming,stock,common,58.57,100,1,false,0,USD,-0.01707067,889707,0.97226674,3366175917,USD,,-0.4796,93.19320456,4.50743,Process industries,america,Process Industries,1.55
SMHI,SEACOR Marine Holdings Inc.,seacor-marine,streaming,stock,common,5.79,100,1,false,0,USD,-2.85234899,129880,0.84401347,160205600,USD,,-2.8267,-692.45864872,0,Transportation,america,Transportation,1
SMID,Smith-Midland Corporation,smith-midland-corporation,streaming,stock,common,34.13,100,1,false,0,USD,0.3528374,8108,1.03269522,181046207,USD,27.88626522,1.2239,1053.53440151,0,Non-energy minerals,america,Non-Energy Minerals,
SMLR,"Semler Scientific, Inc.",semler-scientific,streaming,stock,common,42.92,100,1,false,0,USD,5.63622939,420707,1.09136099,397757928,USD,8.73511753,4.9135,86.99573756,0,Health technology,america,Health Technology,
SMMT,Summit Therapeutics Inc.,summit-therapeutics,streaming,stock,common,20.69,100,1,false,0,USD,11.89832342,2813277,0.89506605,15262593128.000002,USD,,-0.3076,80,0,Health technology,america,Health Technology,1
SMP,"Standard Motor Products, Inc.",standard-motor-products,streaming,stock,common,28.53,100,1,false,0,USD,-0.38407821,265061,1.83890845,619723672,USD,11.81562164,2.4146,-15.07755073,4.136,Consumer durables,america,Consumer Durables,1
SMPL,The Simply Good Foods Company,simply-good-foods-company,streaming,stock,common,37.75,100,1,false,0,USD,1.99945961,925216,1.33569169,3813974905,USD,26.96621187,1.3999,6.04499659,0,Consumer non-durables,america,Consumer Non-Durables,1.416667
SMR,NuScale Power Corporation,nuscale-power,streaming,stock,common,17.19,100,1,false,0,USD,2.87253142,8395754,0.78635733,4706953165,USD,,-0.9439,-25.23550484,0,Producer manufacturing,america,Producer Manufacturing,1.555556
SMRT,"SmartRent, Inc.",smartrent,streaming,stock,common,1.24,100,1,false,0,USD,0,4980197,2.70219471,238785903,USD,,-0.1268,52.06049149,0,Electronic technology,america,Electronic Technology,2
SMSI,"Smith Micro Software, Inc.",smith-micro-software,streaming,stock,common,1.3,100,1,false,0,USD,-5.10948905,156035,0.91200218,23057719.00000001,USD,,-5.2082,-54.64695053,0,Technology services,america,Technology Services,1
SMTC,Semtech Corporation,semtech,streaming,stock,common,38.19,100,1,false,0,USD,8.92755277,3175269,1.4225526,3291172136.9999995,USD,,-13.0487,-66.80131409,0,Electronic technology,america,Electronic Technology,1.153846
SMTI,Sanara MedTech Inc.,sanara-medtech,streaming,stock,common,34.69,100,1,false,0,USD,0.98981077,28086,1.64049905,303230875.00000006,USD,,-0.9866,0.18211251,0,Health technology,america,Health Technology,1
SMTK,"SmartKem, Inc.",smartkem,streaming,stock,common,2.16,100,1,false,0,USD,-2.26244344,6169,0.61861976,7694294,USD,,-6.6297,-1319.33204881,0,Electronic technology,america,Electronic Technology,
SMWB,Similarweb Ltd.,similarweb,streaming,stock,common,9.54,100,1,false,0,USD,1.38150903,527121,0.5302356,790192755,USD,,-0.1412,62.75389079,0,Technology services,america,Technology Services,1.055556
SMX,SMX (Security Matters) Public Limited Company,smx-security-matters-public-limited-company,streaming,stock,common,2.31,100,1,false,0,USD,-3.75,155320,0.33974954,2310000,USD,0.00133709,1727.6344,,0,Technology services,america,Technology Services,
SMXT,Solarmax Technology Inc.,solarmax-technology,streaming,stock,common,1.16,100,1,false,0,USD,-2.5210084,117825,0.34422817,52529451.99999999,USD,,-0.6871,-2783.984375,0,Industrial services,america,Industrial Services,
SN,"SharkNinja, Inc.",sharkninja,streaming,stock,common,105.09,100,1,false,0,USD,1.59512761,768246,0.49891845,14749112232,USD,33.80839017,3.1084,159.27099842,0,Consumer durables,america,Consumer Durables,1.083333
SNA,Snap-On Incorporated,snap-on,streaming,stock,common,341.17,100,1,false,0,USD,1.26142704,370264,1.05148429,17875000434.000004,USD,17.49105376,19.5054,4.06321023,2.34487,Consumer durables,america,Consumer Durables,2
SNAL,"Snail, Inc.",snail,streaming,stock,common,1.6,100,1,false,0,USD,-13.51351351,154569,1.86922929,59126399.99999999,USD,18.95734597,0.0844,,0,Technology services,america,Technology Services,1
SNAP,Snap Inc.,snap,streaming,stock,common,10.25,100,1,false,0,USD,2.6026026,21464777,1.051806,17387700079,USD,,-0.4232,48.46566001,0,Technology services,america,Technology Services,1.833333
SNBR,Sleep Number Corporation,sleep-number,streaming,stock,common,14.07,100,1,false,0,USD,-3.09917355,345083,1.10451796,314759967,USD,,-1.8146,-1035.36082474,0,Consumer durables,america,Consumer Durables,2
SNCR,"Synchronoss Technologies, Inc.",synchronoss-technologies,streaming,stock,common,8.99,100,1,false,0,USD,-1.74863388,42748,1.26805017,97445023,USD,,-2.2251,52.85105842,0,Technology services,america,Technology Services,1
SNCY,"Sun Country Airlines Holdings, Inc.",sun-country-airlines,streaming,stock,common,16.11,100,1,false,0,USD,1.70454545,879737,0.94487214,856374875,USD,16.84441656,0.9564,-21.54224774,0,Transportation,america,Transportation,1.277778
